Unit,Events,Date,Landmark
KUM480,Geofence IN,Sep 07 2024 09:51 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 07 2024 09:49 AM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 07 2024 09:40 AM,
KUM480,Ignition ON,Sep 07 2024 09:27 AM,
KUM480,Ignition ON,Sep 07 2024 09:22 AM,
KUM480,Landmark OUT,Sep 07 2024 09:19 AM,Alpopular Bodegas
KUM480,Landmark IN,Sep 07 2024 09:16 AM,Alpopular Bodegas
KUM480,Geofence IN,Sep 07 2024 09:16 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 07 2024 09:12 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence IN,Sep 07 2024 09:05 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 07 2024 08:53 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 07 2024 08:51 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark OUT,Sep 07 2024 08:49 AM,Penagos Luna Diego
KUM480,Landmark IN,Sep 07 2024 08:46 AM,Penagos Luna Diego
KUM480,Ignition ON,Sep 07 2024 08:45 AM,
KUM480,Ignition ON,Sep 07 2024 07:51 AM,
KUM480,Landmark OUT,Sep 07 2024 07:15 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 07 2024 07:10 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 07 2024 07:10 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 06 2024 06:59 PM,parq. Valle del Lili
KUM480,Ignition ON,Sep 06 2024 06:16 PM,
KUM480,Landmark OUT,Sep 06 2024 05:23 PM,Alquin Ltda
KUM480,Ignition ON,Sep 06 2024 05:18 PM,Alquin Ltda
KUM480,Landmark IN,Sep 06 2024 05:12 PM,Alquin Ltda
KUM480,Landmark OUT,Sep 06 2024 05:08 PM,Alquin Ltda
KUM480,Landmark IN,Sep 06 2024 05:07 PM,Alquin Ltda
KUM480,Ignition ON,Sep 06 2024 04:32 PM,
KUM480,Ignition ON,Sep 06 2024 04:20 PM,
KUM480,Geofence OUT,Sep 06 2024 03:59 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 06 2024 03:56 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 06 2024 03:56 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 06 2024 03:52 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 06 2024 03:28 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 06 2024 03:28 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 06 2024 03:26 PM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 06 2024 03:22 PM,Brenntag Yumbo
KUM480,Landmark IN,Sep 06 2024 03:22 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 06 2024 03:22 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 06 2024 02:23 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 06 2024 02:23 PM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 06 2024 02:23 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 06 2024 02:19 PM,Industrias Lember                                 
KUM480,Geofence OUT,Sep 06 2024 01:45 PM,EcoEnvases (reenvases)
KUM480,Geofence IN,Sep 06 2024 01:45 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 06 2024 01:45 PM,Reenvases
KUM480,Landmark IN,Sep 06 2024 01:42 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Landmark OUT,Sep 06 2024 01:42 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Ignition ON,Sep 06 2024 01:42 PM,PRODUCTOS DIFFER S.A.S.
KUM480,Geofence IN,Sep 06 2024 01:40 PM,EcoEnvases (reenvases)
KUM480,Ignition ON,Sep 06 2024 01:39 PM,Reenvases
KUM480,Ignition ON,Sep 06 2024 01:36 PM,Reenvases
KUM480,Landmark IN,Sep 06 2024 01:33 PM,Reenvases
KUM480,Landmark OUT,Sep 06 2024 01:32 PM,Quimicol Ltda
KUM480,Landmark IN,Sep 06 2024 01:30 PM,Quimicol Ltda
KUM480,Geofence IN,Sep 06 2024 01:28 PM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 06 2024 01:19 PM,
KUM480,Ignition ON,Sep 06 2024 12:49 PM,
KUM480,Ignition ON,Sep 06 2024 12:09 PM,
KUM480,Landmark OUT,Sep 06 2024 11:52 AM,Alquin Ltda
KUM480,Landmark IN,Sep 06 2024 11:50 AM,Alquin Ltda
KUM480,Ignition ON,Sep 06 2024 11:45 AM,
KUM480,Ignition ON,Sep 06 2024 11:29 AM,
KUM480,Ignition ON,Sep 06 2024 11:01 AM,
KUM480,Ignition ON,Sep 06 2024 10:31 AM,
KUM480,Ignition ON,Sep 06 2024 10:07 AM,
KUM480,Ignition ON,Sep 06 2024 09:20 AM,
KUM480,Landmark OUT,Sep 06 2024 09:06 AM,Lometal
KUM480,Landmark IN,Sep 06 2024 09:05 AM,Lometal
KUM480,Ignition ON,Sep 06 2024 09:04 AM,
KUM480,Landmark OUT,Sep 06 2024 08:38 AM,taller Keko
KUM480,Landmark IN,Sep 06 2024 08:32 AM,taller Keko
KUM480,Landmark OUT,Sep 06 2024 08:31 AM,Alexander Chacon
KUM480,Landmark OUT,Sep 06 2024 08:30 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Landmark IN,Sep 06 2024 08:30 AM,Velasquez Rodas Fabio Velquimicos 
KUM480,Ignition ON,Sep 06 2024 08:18 AM,
KUM480,Geofence OUT,Sep 06 2024 08:01 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 06 2024 07:57 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 06 2024 07:50 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 06 2024 07:50 AM,ingreso y salida de  brentag 
KUM480,POWER UP,Sep 06 2024 07:49 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 06 2024 07:49 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 05 2024 02:18 PM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 05 2024 02:18 PM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 05 2024 02:18 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 05 2024 02:16 PM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 05 2024 01:41 PM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 05 2024 01:41 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 05 2024 01:41 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 05 2024 01:40 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 05 2024 01:33 PM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 05 2024 01:33 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 05 2024 11:06 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 05 2024 11:03 AM,ingreso y salida de  brentag 
KUM480,Geofence OUT,Sep 05 2024 11:01 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 05 2024 11:01 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 05 2024 10:42 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 05 2024 10:42 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 05 2024 10:38 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 05 2024 10:36 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 05 2024 10:35 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 05 2024 09:54 AM,parq. El Caney
KUM480,Landmark IN,Sep 05 2024 09:51 AM,parq. El Caney
KUM480,POWER UP,Sep 05 2024 09:50 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 05 2024 09:50 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 04 2024 03:56 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 04 2024 03:26 PM,Cosmeticos Janny S.A.S.
KUM480,Landmark IN,Sep 04 2024 03:25 PM,Cosmeticos Janny S.A.S.
KUM480,Geofence OUT,Sep 04 2024 03:13 PM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 04 2024 03:09 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 04 2024 03:09 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 04 2024 03:06 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 04 2024 02:51 PM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 04 2024 02:51 PM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 04 2024 02:50 PM,Brenntag Yumbo
KUM480,Geofence IN,Sep 04 2024 02:39 PM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 04 2024 02:39 PM,Reenvases
KUM480,Landmark IN,Sep 04 2024 02:34 PM,Parmalat Colombia LTDA
KUM480,Ignition ON,Sep 04 2024 02:33 PM,Reenvases
KUM480,Geofence OUT,Sep 04 2024 02:24 PM,EcoEnvases (reenvases)
KUM480,Ignition ON,Sep 04 2024 02:23 PM,Reenvases
KUM480,Geofence IN,Sep 04 2024 02:22 PM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 04 2024 02:22 PM,Reenvases
KUM480,Geofence OUT,Sep 04 2024 02:19 PM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 04 2024 02:19 PM,Parmalat Colombia LTDA
KUM480,Ignition ON,Sep 04 2024 02:16 PM,Brenntag Yumbo
KUM480,Ignition ON,Sep 04 2024 11:59 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 04 2024 11:03 AM,Br Yumbo Z Parqueo
KUM480,Geofence OUT,Sep 04 2024 11:03 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 04 2024 11:01 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 04 2024 10:32 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 04 2024 10:31 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 04 2024 10:30 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 04 2024 10:30 AM,ingreso y salida de  brentag 
KUM480,Geofence OUT,Sep 04 2024 10:26 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 04 2024 10:26 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 04 2024 09:29 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 04 2024 07:24 AM,EcoEnvases (reenvases)
KUM480,Geofence IN,Sep 04 2024 07:24 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 04 2024 07:24 AM,Reenvases
KUM480,Ignition ON,Sep 04 2024 07:22 AM,Reenvases
KUM480,Ignition ON,Sep 04 2024 07:15 AM,Reenvases
KUM480,Geofence IN,Sep 04 2024 07:04 AM,EcoEnvases (reenvases)
KUM480,Landmark IN,Sep 04 2024 07:04 AM,Reenvases
KUM480,Geofence IN,Sep 04 2024 06:58 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 04 2024 06:54 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 04 2024 06:52 AM,Alpopular Bodegas
KUM480,Landmark IN,Sep 04 2024 06:52 AM,Alpopular Bodegas
KUM480,Ignition ON,Sep 04 2024 06:47 AM,
KUM480,Ignition ON,Sep 04 2024 06:39 AM,
KUM480,Landmark OUT,Sep 04 2024 06:12 AM,Alpopular Bodegas
KUM480,Geofence IN,Sep 04 2024 06:10 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark IN,Sep 04 2024 06:10 AM,Alpopular Bodegas
KUM480,Geofence OUT,Sep 04 2024 06:06 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 04 2024 06:01 AM,Parmalat Colombia LTDA
KUM480,Landmark IN,Sep 04 2024 05:59 AM,Parmalat Colombia LTDA
KUM480,Landmark IN,Sep 04 2024 05:57 AM,parqueadero El  cortijo
KUM480,Landmark IN,Sep 04 2024 05:55 AM,Quimicol Ltda
KUM480,Landmark OUT,Sep 04 2024 05:55 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 04 2024 05:53 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 04 2024 05:44 AM,La Maravilla
KUM480,Landmark IN,Sep 04 2024 05:42 AM,La Maravilla
KUM480,Landmark OUT,Sep 04 2024 05:18 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 04 2024 05:17 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 04 2024 05:17 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 03 2024 04:01 PM,parq. Valle del Lili
KUM480,Landmark IN,Sep 03 2024 03:57 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 03 2024 03:54 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 03 2024 03:37 PM,Papeles del Cauca PDC
KUM480,Landmark IN,Sep 03 2024 03:35 PM,Punto de Prueba 2
KUM480,Ignition ON,Sep 03 2024 03:32 PM,Papeles del Cauca PDC
KUM480,Ignition ON,Sep 03 2024 03:08 PM,Papeles del Cauca PDC
KUM480,Landmark OUT,Sep 03 2024 01:33 PM,Punto de Prueba 2
KUM480,Ignition ON,Sep 03 2024 01:29 PM,Punto de Prueba 2
KUM480,Landmark IN,Sep 03 2024 12:31 PM,Papeles del Cauca PDC
KUM480,Geofence OUT,Sep 03 2024 12:20 PM,Ruta 3 Brenntag Puerto Tejada
KUM480,Geofence IN,Sep 03 2024 12:12 PM,Ruta 3 Brenntag Puerto Tejada
KUM480,Landmark OUT,Sep 03 2024 11:47 AM,Crucero Candelaria Caloto
KUM480,Landmark IN,Sep 03 2024 11:45 AM,Crucero Candelaria Caloto
KUM480,Ignition ON,Sep 03 2024 11:38 AM,
KUM480,Ignition ON,Sep 03 2024 11:29 AM,
KUM480,Ignition ON,Sep 03 2024 11:25 AM,
KUM480,Ignition ON,Sep 03 2024 09:56 AM,
KUM480,Ignition ON,Sep 03 2024 09:44 AM,
KUM480,Ignition ON,Sep 03 2024 09:42 AM,
KUM480,Landmark OUT,Sep 03 2024 09:35 AM,Crucero Candelaria Caloto
KUM480,Landmark IN,Sep 03 2024 09:33 AM,Crucero Candelaria Caloto
KUM480,Geofence OUT,Sep 03 2024 08:47 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 03 2024 08:41 AM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 03 2024 08:41 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 03 2024 08:38 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 03 2024 08:38 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 03 2024 07:59 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 03 2024 07:59 AM,ingreso y salida de  brentag 
KUM480,Ignition ON,Sep 03 2024 07:55 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 03 2024 07:52 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 03 2024 06:04 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 03 2024 06:02 AM,Br Yumbo Z Cargue
KUM480,Geofence IN,Sep 03 2024 06:02 AM,ingreso y salida de  brentag 
KUM480,Landmark IN,Sep 03 2024 06:02 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 03 2024 05:59 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 03 2024 05:57 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 03 2024 05:55 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 03 2024 05:20 AM,parq. Valle del Lili
KUM480,POWER UP,Sep 03 2024 05:17 AM,parq. Valle del Lili
KUM480,Ignition ON,Sep 03 2024 05:17 AM,parq. Valle del Lili
KUM480,Landmark IN,Sep 02 2024 05:25 PM,parq. Valle del Lili
KUM480,Landmark OUT,Sep 02 2024 04:46 PM,Cosmeticos Janny S.A.S.
KUM480,Landmark IN,Sep 02 2024 04:45 PM,Cosmeticos Janny S.A.S.
KUM480,Geofence OUT,Sep 02 2024 04:27 PM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 02 2024 04:27 PM,BSN MEDICAL LTDA
KUM480,Landmark IN,Sep 02 2024 04:24 PM,BSN MEDICAL LTDA
KUM480,Geofence OUT,Sep 02 2024 04:20 PM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 02 2024 04:14 PM,
KUM480,Ignition ON,Sep 02 2024 01:36 PM,
KUM480,Geofence IN,Sep 02 2024 01:20 PM,Br Yumbo Z Parqueo
KUM480,Landmark OUT,Sep 02 2024 01:18 PM,Quimicol Ltda
KUM480,Landmark IN,Sep 02 2024 01:16 PM,Quimicol Ltda
KUM480,Ignition ON,Sep 02 2024 01:14 PM,
KUM480,Geofence IN,Sep 02 2024 12:59 PM,Ruta 4 Brenntag Yumbo
KUM480,Ignition ON,Sep 02 2024 12:52 PM,
KUM480,Landmark OUT,Sep 02 2024 12:39 PM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 12:33 PM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 11:48 AM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 11:25 AM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 11:06 AM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 10:50 AM,Quesos la Florida S.A.S.
KUM480,Landmark IN,Sep 02 2024 10:45 AM,Quesos la Florida S.A.S.
KUM480,Ignition ON,Sep 02 2024 10:43 AM,
KUM480,Geofence OUT,Sep 02 2024 10:25 AM,Ruta 4 Brenntag Yumbo
KUM480,Geofence OUT,Sep 02 2024 10:18 AM,ingreso y salida de  brentag 
KUM480,Landmark OUT,Sep 02 2024 10:18 AM,Brenntag Yumbo
KUM480,Ignition ON,Sep 02 2024 10:14 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 02 2024 10:10 AM,Br Yumbo Z Cargue
KUM480,Ignition ON,Sep 02 2024 10:09 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 02 2024 08:28 AM,Br Yumbo Z Cargue
KUM480,Geofence OUT,Sep 02 2024 08:28 AM,Br Yumbo Z Parqueo
KUM480,Geofence IN,Sep 02 2024 08:28 AM,ingreso y salida de  brentag 
KUM480,Geofence IN,Sep 02 2024 08:26 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 02 2024 08:26 AM,Brenntag Yumbo
KUM480,Geofence OUT,Sep 02 2024 08:09 AM,Br Yumbo Z Parqueo
KUM480,Ignition ON,Sep 02 2024 08:02 AM,Brenntag Yumbo
KUM480,Geofence IN,Sep 02 2024 05:58 AM,Br Yumbo Z Parqueo
KUM480,Landmark IN,Sep 02 2024 05:58 AM,Brenntag Yumbo
KUM480,Landmark OUT,Sep 02 2024 05:55 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 02 2024 05:53 AM,Quimicol Ltda
KUM480,Geofence IN,Sep 02 2024 05:51 AM,Ruta 4 Brenntag Yumbo
KUM480,POWER UP,Sep 02 2024 05:14 AM,
KUM480,Ignition ON,Sep 02 2024 05:14 AM,
KUM480,Ignition ON,Sep 01 2024 10:35 AM,
KUM480,Ignition ON,Sep 01 2024 10:00 AM,
KUM480,Geofence OUT,Sep 01 2024 08:47 AM,Ruta 4 Brenntag Yumbo
KUM480,Landmark OUT,Sep 01 2024 08:47 AM,BSN MEDICAL LTDA
KUM480,Landmark OUT,Sep 01 2024 08:45 AM,Quimicol Ltda
KUM480,Landmark IN,Sep 01 2024 08:43 AM,Quimicol Ltda
KUM480,Ignition ON,Sep 01 2024 08:40 AM,
KUM480,POWER UP,Sep 01 2024 07:51 AM,
KUM480,Ignition ON,Sep 01 2024 07:51 AM,
